id,price
0,2979.939487569056
1,5798.854381444581
2,9310.324390193147
3,3855.310089636248
4,1575.473531328578
5,5907.961004542335
6,4780.640174383319
7,4349.586844805863
8,5326.735663897432
9,15534.866540577312
10,4510.746207785802
11,733.1904939116398
12,2866.2753361746104
13,1517.554696205015
14,2555.2437925717704
15,1112.3361147766582
16,1456.3015440935144
17,4005.0325139587726
18,3984.745161265307
19,849.5068888125522
20,2046.6343441495944
21,5255.293771098449
22,4178.837183875607
23,610.8707267759014
24,16602.268083014438
25,1152.541356277308
26,609.8825766768545
27,995.0087993670681
28,1509.0066622611052
29,831.7332523626347
30,9398.359138399403
31,675.7833124440882
32,4121.673238508594
33,694.8611751297375
34,664.6539604075433
35,2512.5580510381055
36,6438.993678482004
37,2605.510374628405
38,2946.641308945684
39,679.180962546541
40,512.202376291176
41,8887.918613653823
42,858.9867202404764
43,1763.4562605210574
44,10160.219905589032
45,2342.6777059481537
46,1016.8465037963491
47,783.3094321572806
48,1250.0365858409227
49,2835.73480091588
50,655.2286180643337
51,4585.144933435645
52,2877.6381525940683
53,7144.539150507077
54,5431.106569581527
55,2302.383434940421
56,8898.967575636294
57,2359.4049445638193
58,4334.341636692634
59,2724.6671980041588
60,1267.118440676325
61,553.9588188825619
62,6837.899710932145
63,1065.726939727543
64,8837.940702987826
65,17626.50414291438
66,847.7513584649255
67,11820.855183781876
68,5461.335666184922
69,9571.926699181136
70,460.75454816148095
71,652.0232514778968
72,753.3377972664433
73,1244.186996363092
74,5238.831250531016
75,1802.0298316395545
76,8496.42665818703
77,14514.897067421223
78,2764.1708979238365
79,6440.595320338092
80,11308.442811673725
81,2054.37223779573
82,14668.697727988258
83,6854.815412969042
84,875.1860179794382
85,7341.465856066136
86,1012.4693128269045
87,12582.272697912738
88,8709.647745588563
89,15262.340727002791
90,5005.2937713076235
91,1312.3196801404397
92,930.1697049575625
93,852.584247783312
94,15049.246232836436
95,400.19220460140957
96,14651.72953599286
97,14739.613755085153
98,12605.355981906712
99,655.1275343615667
100,2473.391997670494
101,722.9039550383501
102,650.5524371204006
103,455.73956623223415
104,1132.8320865831806
105,1724.4699955840424
106,1358.007430889255
107,754.465993050095
108,1048.8160380700863
109,699.8491832827825
110,581.0893032336351
111,1016.3665272850222
112,1648.6454745823314
113,1672.3240578682853
114,1507.5025870612983
115,5198.912422256738
116,5091.53544384235
117,15371.335167552827
118,489.70626057689157
119,17112.480305183562
120,1321.8469856976942
121,1614.361369968146
122,1105.92738359
123,539.3448314030628
124,694.620221325807
125,1381.3958486345427
126,1201.7550643993302
127,13393.588400636118
128,5524.157038194232
129,5008.738941648816
130,6305.73442048517
131,3325.2098675755115
132,6739.137574373476
133,1001.2781807601075
134,3468.3968063879515
135,1051.7977813268014
136,625.2788845280696
137,7155.695697213137
138,554.3594500199958
139,4310.151234934082
140,856.9173607394721
141,868.2755668594281
142,3486.1847828995897
143,4042.97776024704
144,722.2272954741828
145,6103.653988399528
146,16569.768898728464
147,5105.371817411773
148,2590.5128872305736
149,1894.621791778634
150,2702.1540330246717
151,1742.4003205286615
152,12463.852541271732
153,2810.1683022478323
154,592.5151775219847
155,14841.81105888172
156,3304.211849460109
157,2847.4672741268973
158,3763.658174935554
159,885.3366499121098
160,7734.38543986746
161,9889.743473545228
162,694.7654864041932
163,655.4519965150934
164,5248.232311285071
165,11068.453977275052
166,3166.5029848074937
167,4595.39652212205
168,3268.1991871368523
169,10982.363044507534
170,715.3562022126249
171,1552.590798768213
172,4752.653273674223
173,2043.5264161442603
174,6503.623719633545
175,1753.6400698582077
176,4264.943885650485
177,3241.7316541730247
178,2556.9720551114574
179,3368.846993008196
180,3435.7763308704266
181,1812.7979960332952
182,873.6538859558169
183,1553.2757206023655
184,684.4293081277311
185,4010.0439339896
186,921.8487848951421
187,857.4470902578131
188,479.6663538232224
189,1800.6668146073987
190,2234.6045400591233
191,714.6649522278536
192,810.2132994240894
193,6368.602554206155
194,3921.3481513767033
195,2329.504134492687
196,629.6717123011287
197,12855.19281075966
198,622.0177649387476
199,8939.893229577683
200,10088.923645674828
201,6464.507810015216
202,630.0944250240063
203,719.4469064612566
204,6409.0829542013225
205,3746.853174439021
206,633.2530392836934
207,3106.28690058671
208,907.6984438519712
209,7959.982774147973
210,2544.0264459408686
211,6929.263779843042
212,11148.352079416894
213,441.656839299533
214,1322.7372507375885
215,902.06071042817
216,2609.291667199352
217,2556.162792286607
218,753.56799332617
219,1434.079928783802
220,2534.5064807599574
221,2051.4967357900578
222,9080.551811328189
223,1072.5937368402672
224,1202.752774367833
225,4209.154081931978
226,3960.0640415297476
227,1862.9070370953143
228,6264.693830503435
229,1828.930489117263
230,5160.089837736324
231,1468.0563940594404
232,1086.2121302455942
233,1513.1342857842494
234,893.0226136919478
235,8518.569912099685
236,1233.7289045455032
237,940.6775200536821
238,4419.366426663946
239,8232.916798557526
240,5806.688099124994
241,838.8046412459972
242,15454.956066419938
243,4451.444601953351
244,573.1142739364855
245,953.7796201445194
246,2497.0156083775437
247,7507.531513405453
248,10789.661769449476
249,5659.661662126256
250,5223.416550663146
251,1529.682005588913
252,2818.0366337311784
253,5100.813581691216
254,5068.114347533927
255,1276.1335090695538
256,655.6290465995752
257,1944.3355810849052
258,780.0247986038585
259,14792.137776799014
260,6249.11401567597
261,4695.038814461448
262,1761.4278943176034
263,3867.871880788957
264,783.6005163164485
265,2240.32831833916
266,8785.450599065703
267,1769.3740282284755
268,1028.6846349604723
269,8868.600373549765
270,7563.476886516517
271,738.6032512874193
272,4411.195888718146
273,5086.975136586063
274,484.7236922285002
275,872.7102635162041
276,6438.933232647141
277,585.8897828854223
278,6704.795297397037
279,8357.470082697451
280,1507.4096500390656
281,2634.0748992079093
282,3835.738701059931
283,8921.328519685885
284,8840.496873795346
285,10793.018132926234
286,5236.802857118399
287,16060.873790597196
288,1733.649137425056
289,6285.236115118806
290,412.9895920458845
291,8232.04252398684
292,17272.482975779
293,826.4288452980967
294,7348.47765820185
295,1794.322911370061
296,2013.7418225078395
297,702.9583348490244
298,272.75656394859
299,5584.471551521792
300,2063.4769706931547
301,1168.3476442517422
302,3717.537674421035
303,5889.49029481135
304,5699.826064806409
305,8884.009038509363
306,1055.4999458961747
307,992.31353457159
308,1761.5856616530918
309,2065.566734211271
310,1772.0486262033537
311,462.7050470760856
312,7738.746561860329
313,5179.541864806787
314,2375.791037137489
